CID,CYCLE,INDVIS,ORG_NAME,PACS,TOTAL,SOURCE
N00000615,2020,5000,Service Employees International Union,10000,15000
N00000615,2020,5000,Teamsters Union,10000,15000
N00000615,2020,13700,O&G Industries,0,13700
N00000615,2020,11590,State of Connecticut,0,11590
N00000615,2020,11200,Barrett Outdoor Communications,0,11200
N00000615,2020,11200,Cornerstone Govt Relations,0,11200
N00000615,2020,11160,Nextwavebio,0,11160
N00000751,2022,20650,Democracy Engine,0,20650
N00000751,2022,0,Plumbers/Pipefitters Union,16500,16500
N00000751,2022,14950,NorPAC,0,14950
N00000751,2022,2500,International Brotherhood of Electrical Workers,10000,12500
N00000751,2022,11600,Related Companies,0,11600
N00000751,2022,1000,International Assn of Fire Fighters,10000,11000
N00000751,2022,10800,Okonite Co,0,10800
N00000751,2022,10500,Campbell & Levine,0,10500
N00000751,2022,0,American Clinical Laboratory Assn,10000,10000
N00000751,2022,0,American Federation of Teachers,10000,10000
N00000751,2022,0,Plumbers/Pipefitters Union,18800,18800
N00000751,2022,8300,Select Medical Holdings,10000,18300
N00000751,2022,15750,NorPAC,0,15750
N00000751,2022,13200,"Kaufman, Semeraro & Leibman",0,13200
N00000751,2022,3000,Morgan Stanley,10000,13000
N00000751,2022,11700,Bob Ciasulli Auto Group,0,11700
N00000751,2022,1425,International Brotherhood of Electrical Workers,10000,11425
N00000751,2022,11200,Okonite Co,0,11200
N00000751,2022,1000,Operating Engineers Union,10000,11000
N00000751,2022,500,International Assn of Fire Fighters,10000,10500
N00000751,2020,20650,Democracy Engine,0,20650
N00000751,2020,0,Plumbers/Pipefitters Union,16500,16500
N00000751,2020,14950,NorPAC,0,14950
N00000751,2020,2500,International Brotherhood of Electrical Workers,10000,12500
N00000751,2020,11600,Related Companies,0,11600
N00000751,2020,1000,International Assn of Fire Fighters,10000,11000
N00000751,2020,10800,Okonite Co,0,10800
N00000751,2020,10500,Campbell & Levine,0,10500
N00000751,2020,0,American Clinical Laboratory Assn,10000,10000
N00000751,2020,0,American Federation of Teachers,10000,10000
N00000751,2020,0,Plumbers/Pipefitters Union,18800,18800
N00000751,2020,8300,Select Medical Holdings,10000,18300
N00000751,2020,15750,NorPAC,0,15750
N00000751,2020,13200,"Kaufman, Semeraro & Leibman",0,13200
N00000751,2020,3000,Morgan Stanley,10000,13000
N00000751,2020,11700,Bob Ciasulli Auto Group,0,11700
N00000751,2020,1425,International Brotherhood of Electrical Workers,10000,11425
N00000751,2020,11200,Okonite Co,0,11200
N00000751,2020,1000,Operating Engineers Union,10000,11000
N00000751,2020,500,International Assn of Fire Fighters,10000,10500
N00000781,2022,24900,DISH Network,10000,34900
N00000781,2022,2500,Blue Cross/Blue Shield,21500,24000
N00000781,2022,23200,Leon Medical Centers,0,23200
N00000781,2022,12700,Verizon Communications,10000,22700
N00000781,2022,20100,Wakefern Food,0,20100
N00000781,2022,10800,"Akin, Gump et al",5000,15800
N00000781,2022,14500,Cme Assoc,0,14500
N00000781,2022,13900,Capitol Counsel,0,13900
N00000781,2022,13800,Greater New York Hospital Assn,0,13800
N00000781,2022,3500,National Assn of Broadcasters,10000,13500
N00000781,2022,36000,Neurological Surgery Pc,0,36000
N00000781,2022,25900,Rock Holdings,5000,30900
N00000781,2022,17750,National Assn of Broadcasters,10000,27750
N00000781,2022,16250,DISH Network,10000,26250
N00000781,2022,16200,MacAndrews & Forbes,10000,26200
N00000781,2022,25900,Thorn Run Partners,0,25900
N00000781,2022,24600,Airbnb Inc,0,24600
N00000781,2022,0,Blue Cross/Blue Shield,22500,22500
N00000781,2022,22480,Wakefern Food,0,22480
N00000781,2022,16500,Gilead Sciences,5000,21500
N00000781,2020,24900,DISH Network,10000,34900
N00000781,2020,2500,Blue Cross/Blue Shield,21500,24000
N00000781,2020,23200,Leon Medical Centers,0,23200
N00000781,2020,12700,Verizon Communications,10000,22700
N00000781,2020,20100,Wakefern Food,0,20100
N00000781,2020,10800,"Akin, Gump et al",5000,15800
N00000781,2020,14500,Cme Assoc,0,14500
N00000781,2020,13900,Capitol Counsel,0,13900
N00000781,2020,13800,Greater New York Hospital Assn,0,13800
N00000781,2020,3500,National Assn of Broadcasters,10000,13500
