CYCLE,ORGID,ORGNAME,TOTAL,INDIVS,PACS,SOFT,TOT527,DEMS,REPUBS,LOBBYING,OUTSIDE,MEMS_INVESTED,GAVE_TO_PAC,GAVE_TO_PARTY,GAVE_TO_527,GAVE_TO_CAND,SOURCE
2020,D000055408,Phillips Diversified Manufacturing,50,50,0,0,0,50,0,0,0,0,0,0,50,0,www.opensecrets.org/orgs/summary.php?id=D000055408
2022,D000085315,Phillips Exeter Academy,18353,17578,0,775,0,17567,11,0,0,0,0,2766,14812,0,www.opensecrets.org/orgs/summary.php?id=D000085315
2020,D000072009,Phillips Industries,549,549,0,0,0,543,0,0,0,0,0,0,549,0,www.opensecrets.org/orgs/summary.php?id=D000072009
2020,D000022188,Phillips Interests,2800,2800,0,0,0,2800,0,0,0,0,0,0,2800,0,www.opensecrets.org/orgs/summary.php?id=D000022188
2022,D000000657,Phillips International,5800,5800,0,0,0,5800,0,0,0,0,0,0,5800,0,www.opensecrets.org/orgs/summary.php?id=D000000657
2022,D000093006,Phillips Law Offices (Illinois),50,50,0,0,0,0,50,0,0,0,0,50,0,0,www.opensecrets.org/orgs/summary.php?id=D000093006
2022,D000036672,Phillips Lytle Llp,9600,9600,0,0,0,1575,8025,0,0,0,0,0,8850,0,www.opensecrets.org/orgs/summary.php?id=D000036672
2020,D000036673,Phillips Machine Service,1975,1975,0,0,0,0,1950,0,0,0,0,950,1000,0,www.opensecrets.org/orgs/summary.php?id=D000036673
2022,D000077445,Phillips Murrah PC,7250,7250,0,0,0,6500,750,0,0,0,0,0,4000,0,www.opensecrets.org/orgs/summary.php?id=D000077445
2022,D000044574,Phillips Nizer LLP,27567,17487,0,10080,0,17487,0,0,0,0,0,2468,15019,0,www.opensecrets.org/orgs/summary.php?id=D000044574
2022,D000085912,Phillips Oppenheim Group,6800,6800,0,0,0,6800,0,0,0,0,0,0,6800,0,www.opensecrets.org/orgs/summary.php?id=D000085912
2016,D000055409,Phillips Plastics,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000055409
2020,D000055410,Phillips Service Industries,500,500,0,0,0,500,0,0,0,0,0,0,500,0,www.opensecrets.org/orgs/summary.php?id=D000055410
2022,D000022231,"Ryan, Phillips et al",5300,5300,0,0,0,0,5300,0,0,0,0,0,300,0,www.opensecrets.org/orgs/summary.php?id=D000022231
2022,D000035829,Metro West Ambulance,110032,110032,0,0,0,94932,15100,0,0,0,0,10000,95032,0,www.opensecrets.org/orgs/summary.php?id=D000035829
2022,D000083847,Kolmar Group,19300,19300,0,0,0,19300,0,80000,0,0,0,0,19300,0,www.opensecrets.org/orgs/summary.php?id=D000083847
2022,D000028543,Anywhere Real Estate,952630,869957,60000,22673,0,511763,415924,120000,0,0,4390,237454,650201,0,www.opensecrets.org/orgs/summary.php?id=D000028543
2022,D000029147,SpaceX,702175,103014,594000,5161,0,356379,338885,1380000,0,0,0,45353,588347,0,www.opensecrets.org/orgs/summary.php?id=D000029147
2022,D000070563,Transdigm Group,306455,208455,88000,10000,0,84600,211855,220000,0,0,0,61855,224600,0,www.opensecrets.org/orgs/summary.php?id=D000070563
2022,D000023975,American Iron & Steel Institute,63500,0,63500,0,0,14500,49000,260000,0,0,0,0,63500,0,www.opensecrets.org/orgs/summary.php?id=D000023975
2022,D000096550,Hamsterhead Inc,148350,148350,0,0,0,148350,0,0,0,0,0,100500,42850,0,www.opensecrets.org/orgs/summary.php?id=D000096550
2022,D000030786,Vanderbilt University,309787,201327,0,108460,0,156728,44236,120000,0,0,1319,68634,132214,0,www.opensecrets.org/orgs/summary.php?id=D000030786
2022,D000030787,Vanderbilt University Medical Center,118787,112293,0,6494,0,95918,16825,90000,0,0,124,20172,91730,0,www.opensecrets.org/orgs/summary.php?id=D000030787
2022,D000023819,Alaska Air Group,217485,72872,141500,3113,0,110961,101587,560000,0,0,0,12138,191557,0,www.opensecrets.org/orgs/summary.php?id=D000023819
2022,D000000358,KKR & Co,1799664,912858,310150,576656,0,703479,554279,1668725,0,0,25,127423,1050577,0,www.opensecrets.org/orgs/summary.php?id=D000000358
2022,D000021981,Fidelity National Financial,573577,352469,120250,100858,0,130131,342159,100000,0,0,0,247437,212542,0,www.opensecrets.org/orgs/summary.php?id=D000021981
2022,D000000087,American Bankers Assn,2574835,71760,2441450,61625,0,804882,1708328,3801000,650000,0,250,128360,1958850,0,www.opensecrets.org/orgs/summary.php?id=D000000087
2022,D000094664,"Schoenbaum, Curphy & Scanlan",5600,5600,0,0,0,5600,0,0,0,0,0,0,5600,0,www.opensecrets.org/orgs/summary.php?id=D000094664
2022,D000094727,Entertainment Studios,375984,375984,0,0,0,375984,0,0,0,0,0,312000,56084,0,www.opensecrets.org/orgs/summary.php?id=D000094727
2022,D000047679,Belkin International,26575,26425,0,150,0,24425,2000,0,0,0,0,825,15600,0,www.opensecrets.org/orgs/summary.php?id=D000047679
2022,D000094138,Ascend Clinical,92800,92800,0,0,0,92800,0,0,0,0,0,0,92800,0,www.opensecrets.org/orgs/summary.php?id=D000094138
2022,D000032284,Capital Funding Group,312100,312100,0,0,0,66100,246000,200000,0,0,0,135400,124200,0,www.opensecrets.org/orgs/summary.php?id=D000032284
2022,D000047719,Bernstein & Lipsett,45950,45950,0,0,0,45450,0,0,0,0,0,250,38200,0,www.opensecrets.org/orgs/summary.php?id=D000047719
2022,D000031933,Bernstein Companies,8670,3670,0,5000,0,2970,0,0,0,0,0,0,3670,0,www.opensecrets.org/orgs/summary.php?id=D000031933
2020,D000078201,Bernstein Equity Partners,302650,302650,0,0,0,11450,291200,0,0,0,0,280000,22650,0,www.opensecrets.org/orgs/summary.php?id=D000078201
2020,D000045378,Bernstein Global Wealth Management,7773,2773,0,5000,0,2773,0,0,0,0,0,0,2773,0,www.opensecrets.org/orgs/summary.php?id=D000045378
2014,D000023182,Bernstein Investment Research,5450,5450,0,0,0,5450,0,0,0,0,0,0,5450,0,www.opensecrets.org/orgs/summary.php?id=D000023182
2022,D000031934,Bernstein Management,11325,6325,0,5000,0,3400,2925,0,0,0,0,0,6325,0,www.opensecrets.org/orgs/summary.php?id=D000031934
2022,D000078997,Bernstein Strategy Group,1000,1000,0,0,0,1000,0,0,0,0,0,0,1000,0,www.opensecrets.org/orgs/summary.php?id=D000078997
2022,D000078928,Edward M Bernstein & Assoc,3900,3900,0,0,0,3900,0,0,0,0,0,0,3900,0,www.opensecrets.org/orgs/summary.php?id=D000078928
2022,D000080938,Sam Bernstein Law Firm,21050,21050,0,0,0,21050,0,0,0,0,0,0,11050,0,www.opensecrets.org/orgs/summary.php?id=D000080938
2022,D000046141,Bi-State Development Agency,220,220,0,0,0,0,220,0,0,0,0,220,0,0,www.opensecrets.org/orgs/summary.php?id=D000046141
2022,D000052413,Ironstate Development,30500,30500,0,0,0,30500,0,0,0,0,0,10000,20500,0,www.opensecrets.org/orgs/summary.php?id=D000052413
2022,D000096888,Real Estate Development Assoc,0,0,0,0,0,0,0,70000,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000096888
2022,D000094963,Tate Development,35175,35175,0,0,0,20200,14975,0,0,0,0,250,33800,0,www.opensecrets.org/orgs/summary.php?id=D000094963
2012,D000057750,Transit Real Estate Development,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000057750
2022,D000070192,Eye of the Tiger PAC,2420500,0,2420500,0,0,10000,2405500,0,0,0,0,320000,2033000,0,www.opensecrets.org/orgs/summary.php?id=D000070192
2022,D000028612,Republican Jewish Coalition,591095,308265,232830,50000,0,0,541095,160000,0,0,0,0,541095,0,www.opensecrets.org/orgs/summary.php?id=D000028612
2022,D000043117,BASF SE,584203,41455,540500,2248,0,306207,273665,390000,0,0,0,11366,422130,0,www.opensecrets.org/orgs/summary.php?id=D000043117
2022,D000000095,American Institute of CPAs,1532250,12250,1520000,0,0,602250,927500,250000,0,0,750,120250,1062500,0,www.opensecrets.org/orgs/summary.php?id=D000000095
2022,D000027998,Nike Inc,533482,235127,290500,7855,0,449451,75836,670000,0,0,0,118427,366318,0,www.opensecrets.org/orgs/summary.php?id=D000027998
2022,D000063293,Schneider National,174417,19417,154500,500,0,69496,104421,170000,0,0,0,7904,141109,0,www.opensecrets.org/orgs/summary.php?id=D000063293
2022,D000071022,VSP Global,30505,115,30400,-10,0,15500,15015,240000,0,0,0,15,30500,0,www.opensecrets.org/orgs/summary.php?id=D000071022
2022,D000022023,Heartland Values PAC,271000,0,271000,0,0,0,271000,0,0,0,0,110000,161000,0,www.opensecrets.org/orgs/summary.php?id=D000022023
2022,D000000343,Northwestern Mutual,1038971,342886,683850,12235,0,470808,555848,1810000,0,0,0,91015,795180,0,www.opensecrets.org/orgs/summary.php?id=D000000343
2022,D000000348,UnitedHealth Group,2532275,656361,1565500,310414,0,1192474,1076750,3110000,0,0,1535,355529,1562411,0,www.opensecrets.org/orgs/summary.php?id=D000000348
2022,D000000239,Edison International,490982,123007,332900,35075,0,370214,95605,1367008,0,0,50,24403,384804,0,www.opensecrets.org/orgs/summary.php?id=D000000239
2022,D000000466,Blank Rome LLP,355062,243650,99000,12412,0,213790,128360,20000,0,0,0,29694,302769,0,www.opensecrets.org/orgs/summary.php?id=D000000466
2022,D000024486,Brotherhood of Railroad Signalmen,228400,0,228400,0,0,190400,38000,80000,0,0,0,0,208400,0,www.opensecrets.org/orgs/summary.php?id=D000024486
2022,D000024032,American Waterways Operators,221000,0,221000,0,0,78500,140000,330000,0,0,0,0,218500,0,www.opensecrets.org/orgs/summary.php?id=D000024032
2022,D000029158,Spirit Aerosystems,152067,44497,107500,70,0,32499,119498,150000,0,0,0,9730,105710,0,www.opensecrets.org/orgs/summary.php?id=D000029158
2022,D000077339,Miller Barondess LLP,12200,12200,0,0,0,12200,0,0,0,0,0,0,12200,0,www.opensecrets.org/orgs/summary.php?id=D000077339
2022,D000032062,Boston University,289554,276307,0,13247,0,264986,7616,210000,0,0,690,125017,150011,0,www.opensecrets.org/orgs/summary.php?id=D000032062
2022,D000040232,Boston University Medical Center,750,750,0,0,0,750,0,0,0,0,0,0,750,0,www.opensecrets.org/orgs/summary.php?id=D000040232
2022,D000022304,Van Scoyoc Assoc,411243,357544,52199,1500,0,129631,280112,10000,0,0,0,60506,288352,0,www.opensecrets.org/orgs/summary.php?id=D000022304
2022,D000022121,Motley Rice LLC,395621,395621,0,0,0,392094,3527,0,0,0,0,38027,351594,0,www.opensecrets.org/orgs/summary.php?id=D000022121
2022,D000021943,Crow Holdings,2250360,1183360,0,1067000,0,118840,1084520,0,0,0,0,442015,664845,0,www.opensecrets.org/orgs/summary.php?id=D000021943
2022,D000029259,"Stroock, Stroock & Lavan",46470,39970,6000,500,0,45760,0,0,0,0,0,710,44760,0,www.opensecrets.org/orgs/summary.php?id=D000029259
2022,D000029615,USA Rice Federation,418549,250,418299,0,0,114550,303999,200000,0,0,0,0,386049,0,www.opensecrets.org/orgs/summary.php?id=D000029615
2022,D000000219,American Crystal Sugar,2594445,5445,2589000,0,0,1381510,1212935,1748365,0,0,0,241760,2242685,0,www.opensecrets.org/orgs/summary.php?id=D000000219
2022,D000033379,Edison Chouest Offshore,473300,470650,0,2650,0,9700,460950,150000,0,0,0,407200,48450,0,www.opensecrets.org/orgs/summary.php?id=D000033379
2022,D000071804,Aspect Holdings,114500,109500,0,5000,0,0,109500,120000,0,0,0,87100,17400,0,www.opensecrets.org/orgs/summary.php?id=D000071804
2022,D000057313,Superior Ambulance Service,65440,24540,40900,0,0,46540,18900,80000,0,0,0,0,61940,0,www.opensecrets.org/orgs/summary.php?id=D000057313
2022,D000000333,"Kleiner, Perkins et al",3515048,3453548,0,61500,0,3433098,20450,160000,0,0,0,2607200,753848,0,www.opensecrets.org/orgs/summary.php?id=D000000333
2022,D000092848,Horizon Media,2133,2133,0,0,0,2015,100,0,0,0,0,200,1933,0,www.opensecrets.org/orgs/summary.php?id=D000092848
2022,D000000178,Transport Workers Union,1692108,608,1491500,200000,0,1383000,109000,250000,0,0,0,315000,964608,0,www.opensecrets.org/orgs/summary.php?id=D000000178
2022,D000037436,Scott Bridge Co,25600,25600,0,0,0,0,25600,0,0,0,0,0,22600,0,www.opensecrets.org/orgs/summary.php?id=D000037436
2022,D000000468,Estee Lauder Companies,301390,298490,0,2900,0,225777,72471,200000,0,0,0,12823,268167,0,www.opensecrets.org/orgs/summary.php?id=D000000468
2022,D000036528,Mass General Brigham,2774398,2441731,0,332667,0,2330728,95435,551950,0,0,3280,1609187,748607,0,www.opensecrets.org/orgs/summary.php?id=D000036528
2022,D000022292,UNITE HERE,7183402,23192,635500,6524710,0,657452,0,60000,2720791,0,0,183814,408728,0,www.opensecrets.org/orgs/summary.php?id=D000022292
2022,D000071327,Innovative Defense Technologies,11600,11600,0,0,0,5800,5800,200000,0,0,0,0,11600,0,www.opensecrets.org/orgs/summary.php?id=D000071327
2022,D000057449,Technical Maintenance Support Inc,16200,16200,0,0,0,9400,6800,0,0,0,0,3000,13200,0,www.opensecrets.org/orgs/summary.php?id=D000057449
2022,D000026569,II-VI Inc,28709,18209,10000,500,0,1935,25430,220000,0,0,0,940,27269,0,www.opensecrets.org/orgs/summary.php?id=D000026569
2022,D000021836,American Podiatric Medical Assn,377250,750,376500,0,0,192500,184750,100000,0,0,0,0,307250,0,www.opensecrets.org/orgs/summary.php?id=D000021836
2022,D000021757,Berkshire Hathaway,2190997,697766,1474200,19031,0,991736,1173526,2825000,0,0,1012,361917,1290982,0,www.opensecrets.org/orgs/summary.php?id=D000021757
2022,D000000168,Southern Co,1486942,223092,1237500,26350,0,523064,957408,4030000,0,0,285,164630,982692,0,www.opensecrets.org/orgs/summary.php?id=D000000168
2014,D000023782,Southern Co Gas,290250,33800,251200,5250,0,39450,245550,160000,0,0,0,22500,222000,0,www.opensecrets.org/orgs/summary.php?id=D000023782
2020,D000059597,Southern Community Financial,703,703,0,0,0,0,703,0,0,0,0,303,400,0,www.opensecrets.org/orgs/summary.php?id=D000059597
2014,D000073168,Southern Conservatives Fund,0,0,0,0,0,0,0,0,823724,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000073168
2022,D000029138,Southern Cotton Growers Inc,140050,1750,136300,2000,0,43900,94150,0,0,0,0,0,135550,0,www.opensecrets.org/orgs/summary.php?id=D000029138
2012,D000063472,Southern Counties Oil,5000,5000,0,0,0,0,5000,0,0,0,0,5000,0,0,www.opensecrets.org/orgs/summary.php?id=D000063472
2022,D000000589,Anschutz Corp,2453250,778250,0,1675000,0,12050,766200,290000,0,0,0,602700,142750,0,www.opensecrets.org/orgs/summary.php?id=D000000589
2022,D000000120,Plumbers/Pipefitters Union,5064936,7831,1623800,3433305,0,1388369,248567,454000,1652143,0,0,85020,1472370,0,www.opensecrets.org/orgs/summary.php?id=D000000120
2022,D000000335,Dominion Energy,705981,128231,549900,27850,0,334993,343138,1640000,0,0,23,136290,418800,0,www.opensecrets.org/orgs/summary.php?id=D000000335
2022,D000069479,Cooper House,644150,544150,0,100000,0,538350,0,0,0,0,0,439500,99650,0,www.opensecrets.org/orgs/summary.php?id=D000069479
2022,D000035759,McWane Inc,172010,112010,0,60000,0,2570,109440,390000,0,0,0,260,109750,0,www.opensecrets.org/orgs/summary.php?id=D000035759
2022,D000020995,UBS AG,2323825,440275,1873500,10050,0,1096910,1210865,240000,0,0,918,182070,1537808,0,www.opensecrets.org/orgs/summary.php?id=D000020995
2022,D000000075,Communications Workers of America,5678596,26373,1530400,4121823,0,1545397,25500,500000,321346,0,130,142805,1328468,0,www.opensecrets.org/orgs/summary.php?id=D000000075
2022,D000032247,CAMAC International,14200,14200,0,0,0,14200,0,0,0,0,0,0,14200,0,www.opensecrets.org/orgs/summary.php?id=D000032247
2022,D000021773,Travelers Companies,291001,69393,221500,108,0,78110,212236,960000,0,0,395,64928,192371,0,www.opensecrets.org/orgs/summary.php?id=D000021773
2022,D000042214,Crawford Group,642184,418997,220800,2387,0,50364,589433,860000,0,0,32,333933,294372,0,www.opensecrets.org/orgs/summary.php?id=D000042214
2022,D000067695,Dai-Ichi Life,271082,94032,176000,1050,0,62470,207562,240000,0,0,0,35270,222862,0,www.opensecrets.org/orgs/summary.php?id=D000067695
2022,D000000763,Club for Growth,15840105,1872697,17510,13949898,0,0,1890207,0,68237020,0,250,0,1890207,0,www.opensecrets.org/orgs/summary.php?id=D000000763
2022,D000031938,Bessemer Venture Partners,3286664,1386664,0,1900000,0,1367313,19351,0,0,0,0,833150,488914,0,www.opensecrets.org/orgs/summary.php?id=D000031938
2022,D000030679,University of North Carolina,585074,566291,0,18783,0,541756,20983,300000,0,0,833,146374,416017,0,www.opensecrets.org/orgs/summary.php?id=D000030679
2022,D000093381,Gulf Distributing Holdings,50000,0,0,50000,0,0,0,0,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000093381
2022,D000088847,Yates Legacy Foundation,157540,157540,0,0,0,0,157540,0,0,0,0,111045,26495,0,www.opensecrets.org/orgs/summary.php?id=D000088847
2022,D000000147,Marine Engineers Beneficial Assn,529362,7166,522196,0,0,369900,156812,339053,0,0,0,13316,489346,0,www.opensecrets.org/orgs/summary.php?id=D000000147
2022,D000000116,American Hospital Assn,1943257,146764,1795500,993,0,1074708,867202,12449211,1689836,0,0,155990,1488124,0,www.opensecrets.org/orgs/summary.php?id=D000000116
2022,D000067802,Subject Matter,634720,633720,0,1000,0,448720,183500,0,0,0,0,150050,378720,0,www.opensecrets.org/orgs/summary.php?id=D000067802
2022,D000034833,Jennmar Corp,66855,46855,0,20000,0,0,46855,0,0,0,0,2325,44430,0,www.opensecrets.org/orgs/summary.php?id=D000034833
2020,D000096950,Adams Office LLC,195000,195000,0,0,0,0,195000,0,0,0,0,184400,5600,0,www.opensecrets.org/orgs/summary.php?id=D000096950
2022,D000043929,Administrative Office of the US Courts,3966,3966,0,0,0,3000,748,0,0,0,0,235,1231,0,www.opensecrets.org/orgs/summary.php?id=D000043929
2022,D000032830,Connors Family Office,111019,84265,0,26754,0,84265,0,0,0,0,0,0,74265,0,www.opensecrets.org/orgs/summary.php?id=D000032830
2022,D000060816,Corporate Office Properties Trust,24683,24183,0,500,0,6500,17683,0,0,0,0,7990,13223,0,www.opensecrets.org/orgs/summary.php?id=D000060816
2022,D000076338,Empire Office Inc,2500,2500,0,0,0,0,2500,0,0,0,0,0,2500,0,www.opensecrets.org/orgs/summary.php?id=D000076338
2020,D000078042,Imperial County Office of Education,504,504,0,0,0,190,300,0,0,0,0,0,504,0,www.opensecrets.org/orgs/summary.php?id=D000078042
2022,D000067306,Independent Office Products/Furniture Dealers Assn,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000067306
2022,D000095180,Insurance Office of America,15142,15142,0,0,0,5,15137,0,0,0,0,3362,11780,0,www.opensecrets.org/orgs/summary.php?id=D000095180
2020,D000062107,Law Office of Benjamin Fernandez,19800,14800,0,5000,0,14800,0,0,0,0,0,0,10400,0,www.opensecrets.org/orgs/summary.php?id=D000062107
2022,D000098111,Law Office of Bruce Cormicle,32475,32475,0,0,0,32475,0,0,0,0,0,0,32475,0,www.opensecrets.org/orgs/summary.php?id=D000098111
2022,D000096418,Law Office of Charles Kannebecker,55100,55100,0,0,0,0,55100,0,0,0,0,39700,5400,0,www.opensecrets.org/orgs/summary.php?id=D000096418
2022,D000087547,Law Office of Curtis Morrison,250,250,0,0,0,250,0,0,0,0,0,0,250,0,www.opensecrets.org/orgs/summary.php?id=D000087547
2022,D000035278,Law Office of Domingo Garcia,31950,31950,0,0,0,31650,0,0,0,0,0,0,31950,0,www.opensecrets.org/orgs/summary.php?id=D000035278
2020,D000089637,Law Office of Eileen Stauss,333026,205213,0,127813,0,199427,0,0,0,0,0,145555,59608,0,www.opensecrets.org/orgs/summary.php?id=D000089637
2022,D000090352,Law Office of Frank J Gruber,67065,49894,0,17171,0,49394,0,0,0,0,0,8500,41394,0,www.opensecrets.org/orgs/summary.php?id=D000090352
2022,D000089970,Law Office of Joel K Rubinstein,195820,195820,0,0,0,195320,0,0,0,0,0,0,195820,0,www.opensecrets.org/orgs/summary.php?id=D000089970
2022,D000094401,Law Office of John A Devierno,20500,20500,0,0,0,10000,10500,0,0,0,0,0,20000,0,www.opensecrets.org/orgs/summary.php?id=D000094401
2022,D000035281,Law Office of John T O'Rourke,6000,6000,0,0,0,0,6000,30000,0,0,0,0,6000,0,www.opensecrets.org/orgs/summary.php?id=D000035281
2020,D000035282,Law Office of Laird M Ozmon,57810,57810,0,0,0,57810,0,0,0,0,0,50885,6925,0,www.opensecrets.org/orgs/summary.php?id=D000035282
2014,D000044466,Law Office of Lynn Schenk,10500,10500,0,0,0,10500,0,0,0,0,0,6500,4000,0,www.opensecrets.org/orgs/summary.php?id=D000044466
2022,D000096461,Law Office of Nelson M Jones III,25000,0,0,25000,0,0,0,0,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000096461
2022,D000099243,Law Office of Patricia A Martone,34049,33549,0,500,0,33549,0,0,0,0,0,2000,29549,0,www.opensecrets.org/orgs/summary.php?id=D000099243
2022,D000022073,Law Office of Peter T Nicholl,577,577,0,0,0,0,0,0,0,0,0,0,577,0,www.opensecrets.org/orgs/summary.php?id=D000022073
2020,D000078711,Law Office of Thomas J Henry,19,19,0,0,0,0,19,0,0,0,0,0,19,0,www.opensecrets.org/orgs/summary.php?id=D000078711
2018,D000043190,Law Office of Thomas R Green,4000,4000,0,0,0,4000,0,0,0,0,0,0,4000,0,www.opensecrets.org/orgs/summary.php?id=D000043190
